"Sentiment","text"
"positive","Major beer geeks ahead  #Fb"
"positive","watching role models.. absolutely hilarious "
"positive","my key today is yellow for the power of will and mind..... I think I'm gonna need it......but angels are always right "
"positive","Half of my dream come true  but now im confused and scared but excited and happy"
"positive","Time for bed... good night "
"positive","@tevensso baby?!!?! i must be missing something "
"positive","Hello beautiful people! What are you planning to do today that will make someone smile? Tell me "
"positive","Using http://freindorfollow.com site from @drMollieMarti to weed out people I followed but shouldn't have.  Goodbye Britney.  "
"positive","Today is gonna to be AWESOME no matter what the weather brings  getin my hurr did. n hanging with tha girlies&lt;3"
"positive","@xplosivedst Yes sadly...lol...But I shall be free from the system next weekend. Yay for me...lol.. Hope u had a good one. "
"positive","Shout out to the Friends of Morningside Park for keeping it looking so STRIKING! Love the PETUNIAS! "
"positive","@kellibaby: alright sounds good to me.  *Megs*"
"positive","feeling good about today! went out, bought some goodies, went to the doctor, back home for a spot of lunch, off to roundhouse with casper "
"positive","just soo everyone knows @erin_josephine is the sweetest person i know! seriously looove this girl!!  &lt;3"
"positive","@jimmyfallon  Call your phone, then run around town and listen for the ring "
"positive","Stayed up talking to my little brother till 2 in the morning "
"positive","@LauraFaiss so I need the link now. haha. DM me or send it here? Would ya? "
"positive","@ChrisJColburn Oh cool!! Britneys like marmite, you either love her or hate her!!  Glad you had a good time!"
"positive","Anyone fancy a game of footie ? "
"positive","@Axelsrose You listen to Heart F.M.? I had you as a Radio1 kind of gal  Or NME maybe?"
"positive","@TOFeeny born under awesome sign! Hopefully can blip y'all Bobbi Jo Gentry tune when I get in. ATrak on iphone shaves 5min off walk there "
"positive","Looks like gonna rain soon  Woo...lazy sunday, pizzas, wine and sbb"
"positive","@yarnaboutyarn Yes I am very thankful you to and all of my customers and that I love my work "
"positive","@treschicbeauty i hope your getting somewhere with your make up redemtion, its so sad. but your naturally pretty so its not that bad  xxx"
"positive","@alexlobov that would be assuming all Pakistani women think alike. Fallacious, to say the least "
"positive","@faithieee ahaha... Wth?! Hey u "
"positive","@Sazchik  I read somewhere they were restoring the name, hope it happens soon "
"positive","@billyraycyrus Somebody sells tickets and Mileyworldcodes for Miley's tour on Ebay  Please visit germany soon with Miley "
"positive","S. F .A just chillaxin!!  "
"positive","@VivienCoral_x Your weird xD  Loveyou! xxxxx"
"positive","@Natalieexox Its a little better vibed today  Just family spending time with family and such, its nice."
"positive","wooo 2 new followers hey guys thanks 4dat. hws u "
"positive","@jes523 it can't come soon enough! "
"positive","@fossiloflife I think I'll end up learning Mallu thanks to you "
"positive","paramore songs? one of the best! currently listening to &quot;emergency&quot;  "
"positive","&quot;lovebug&quot; is the most romantic song eveeeeeeeeeeeeeer. ahhh! the @jonasbrothers are genius "
"positive","On our way to Cali now "
"positive","waiting for them all to come to loughborough hehe lips marathon? "
"positive","http://twitpic.com/6thoo - my smile technique  so you wont see my pimple. hahaa"
"positive","so What did i do to your heart is AMAZING well the clip is lol...cant wait till the whole song "
"positive","@JulienneBrown I'm messin' with you "
"positive","@ThisismyiQ me  where u at iq?!"
"positive","@jimjonescapo AWWWWW UR SUCH A GOOD GODFATHER "
"positive","aaw i can't wait, i wanna buy Seventeen argentina  it's got thousands of posters of the jobros :| (L) xd"
"positive","@TechWraith Waitaminute. How did you lose it? It was obviously an oversight on my part "
"positive","@OfficialTFK wow, that's pretty cool.  I'm lookin forward to it!  "
"positive","Good MORNING AUSTRALIA!!!! "
"positive","listening to mws the first decade. memories of teen years. "
"positive","favorite part about last night.. getting attention from guys while u sat and watched "
"positive","@avaiIable thank you sweetie "
"positive","@ddilsiz i was rite next to your bus baby "
"positive","@selenagomez WOOOOOOO!! brand new Wizards Of Waverly Place starts tomorrow  cant wait your SOOOOO funny!! haha"
"positive","good day for a BBQ!! "
"positive","Awake. My mom is picking me up at 11. Cleaning my room. Then the welsh's are coming over. Then coming back to bethany's again. Bye loves "
"positive","Lmao! Hookah is my new ish. Its so relaxing "
"positive","Haha they want me to play spin the bottle.. Their stupid gonna Jam to @ddlovato instead!! "
"positive","@leafenegg Nope. That just shows how much I love you.  "
"positive","Don't Panic - Coldplay  "
"positive","word of the moment = &quot;indefatigable&quot; - http://dictionary.reference.com/browse/indefatigable "
"positive","finally settling into out new house... sweet i get to sleep in my own bed again "
"positive","Seriously, my mind won't stop reeling. Off to the grocery then WORK in the afternoon, got lots to do. Hope you're having a happy sunday "
"positive","@Centrium post in some hash topics you'll get some from there "
"positive","I'm checking my stuff before I begin preparing to teach Sunday School class.  HEY!!!  GET UP AND GO TO CHURCH!!!  "
"positive","chester has a twitter  this is so cool!!!"
"positive","Omg loved the thunderstorm at 4 this morning.. why didn't people like it?? Gonna get some revision done then prepare myself for Tuesdayy! "
"positive","new clothes ... new hair colour ... feeling 'FRESHHH' "
"positive","walking wounded  but i really love the PK and FreeRunning training that  have on weekend. It was a Tour de Quezon Memorial haha"
"positive","@crystalchappell in regards to TwitPic how to for uploading pics, I sent you a &quot;Twitter 101 guide&quot; in your email. Should help you lots "
"positive","@PanBishop true, true and yes u do have a bday coming up. U gettin old mister lol jp. I know u gonna have big plans next wkend as well "
"positive","@leahlacsamana it went by so fast and i wasnt even there! go enjoy it  it has been oddly quiet around here w/o you guys though!"
"positive","bir geldim ki ayışığı dolmuş odaya.. moonlight shadow "
"positive","What a beautiful day in Illinois "
"positive","@Leloz niicee!! thts soooo sweeeeett!! "
"positive","kk hello tycohen? is that your name ? you have scary timing !  haha ima get back to tetris now "
"positive","@BrandiM hmm maybe @samhenry didn't show his true colors at the Houston Orphan Conf???maybe we will get to meet ghetto sam in september. "
"positive","Yeah! I'm at work.  Ok I didn't mean to have that much excitement "
"positive","@ThisisDavina  WOOOHOOOOOOOOOOO "
"positive","@ColetteBR Thank you Colette "
"positive","@jordanknight did he live during MEDIEVAL times? "
"positive","@ChloeRaeford thats my boy!!! "
"positive","Gettin my anti-biotics for my throat. Then getting ice cream  thats the one good thing about being sick,  my mother spoils me ;)"
"positive","@katelynmeow  well I dno!  but people laigh at me because it's heapssss girly or something aha"
"positive","laying out. i need a tan.  aha. text me. "
"positive","@lgreenberg if there's a box of Golden Grahams around I'll eat the hell outta them "
"positive","@HoratioNelson Hey, I didn't know Gizmodo had been taken over by TheOnion.com! "
"positive","National Archives offers reward for missing Clinton Hard Drive (...insert joke here...        http://www.howdoifindit.com/archives.htm"
"positive","@Mimiteh26 hope you can sleep "
"positive","Good afternoon! "
"positive","@AdorkableMellie thank you mellie! they wanted a show look "
"positive","needs a human blanket "
"positive","@openwoc COOL  and Thanks! That's a couple of people for that one now!  Btw, have you found a mascara yet?"
"positive","@Franklero What the hell dose that mean ?? !! lol "
"positive","@charmimsy I have uploaded a copy of the first draft  ... http://www.flickr.com/photos/thespeckledpear/3574423575/"
"positive","Called HDFC bank. Customer Care Executive signed off by saying &quot;Thank you for calling ICICI bank&quot;.  "
"positive","Ohh, T-Mobile changed their interface. Looks nice "
"positive","@yvettenicole Maybe... it will be all the more special then when you do. "
"positive","@bobbyllew didn't see the previous post and asumed u meant mr branson "
"positive","@VMDoug or maybe to the bottom of the &quot;leaders&quot; pockets "
"positive","@sandeepparikh Nope just soon enough "
"positive","@Mathiayus 5 now..  but then my internet was down all day so I get to stay up later "
"positive","I need a good day sailing. Thank lord its friday  well saturday in like 30 mins but yall get me. I wish i were in the northern hemisphere."
"positive","@eyyJD Heard that your dad would be going here in September. Would you also come with him? "
"positive","@musicsinmyveins Good night "
"positive","@nloughery Hi nancy! Spooky I just spotted and replied the email you sent from the train! "
"positive","@danij12 i'm back home!  &amp; ADD is bad...despite mimosas...don't make fun!  u do realize that i'm always doing like 15 things at once, rt?"
"positive","@louiiseeeeee woo. Have fun  LOL"
"positive","Had the ultimate British lunch today: grilled fish, mashed potatos and peas. I have to say it was delicious thanks to Grandma! "
"positive","@Sneckster Do all that whilst enjoying a nice cup of coffee "
"positive","@nickiizlr hehe vera, ahjar gig translates :p  hope you ok "
"positive","Meeting was good. Didn't get 2 go in service cuz i ended up babysittin. it was last minute. But fun, i love those kids "
"positive","@teaemporium Thanks! "
"positive","@Sushilkrishnan Good one! I wish I could &quot;Recommend&quot; that or something. "
"positive","@kristinajo,  it's been too long.  Still figuring out this whole twitter tweet thing... and meanwhile life.  Your fun to follow though! "
"positive","@fiorini53 Thanks you. Will go take a look at them. "
"positive","@complexhigh - im pretty good, thanks for asking, tired waiting to sesh and watch some talk shows  how are you doing?"
"positive","Oh, wooyoung with khun... &lt;3 want want want! seulong gets raped too. "
"positive","@stambo_nz  Its the only way I can be...myself...if they dont like it.. then they can do me a favour and piss off haha "
"positive","Twitter Brake I Tweet Way ToMuch Lol I Dont No How Log This Brake Will Be But! WhatEvers.MyMood..Hereing.MyIpod.Thinking! "
